deal_id;target_country;location;investor_name;investor_country;intention;year;negotiation_status;implementation_status;intended_size;nature_of_deal;contract_farming
4527;Egypt;Abou Sembel - Al Owaynat;;;;;;;;;
4528;Morocco;Rabat;;;;;;;;;
4531;Egypt;Alexandria Desert Rd;;;;;;;;;
4532;Benin;Benin;;;;;;;;;
4534;Ethiopia;Koka;;;;;;;;;
4535;China;Guangdong;;;;;;;;;
4537;Argentina;San Miguel;;;;;;;;;
4538;China;Shandong;;;;;;;;;
4539;Argentina;Concepción;;;;;;;;;
4541;China;Guizhou;;;;;;;;;
4542;China;Henan;;;;;;;;;
4543;China;Jiangxi;;;;;;;;;
4544;Rwanda;Gisenyi;;;;;;;;;
4545;Russian Federation;Khabarovsk;;;;;;;;;
4546;Cambodia;Preah Vihear;;;;;;;;;
4547;Argentina;La Paz Department;;;;;;;;;
4554;Angola;Bie;;;;;;;;;
4555;Nigeria;Edo;;;;;;;;;
4556;Romania;Arad;;;;;;;;;
4557;Mongolia;Halhin Gol;;;;;;;;;
4558;Argentina;General Ballivián;;;;;;;;;
4559;Paraguay;Tacuati;;;;;;;;;
4560;Malawi;Northern Region;;;;;;;;;
4561;Zambia;Mpongwe;;;;;;;;;
4562;Nigeria;Osun;;;;;;;;;
4563;Romania;Vlădeni;;;;;;;;;
4565;Angola;Angola;;;;;;;;;
4566;Kenya;South Horr;;;;;;;;;
4567;Argentina;Tartagal;;;;;;;;;
4568;Paraguay;San Estanislao;;;;;;;;;
4571;Zambia;Muchinga;;;;;;;;;
4574;Brazil;São Paulo - State of São Paulo;;;;;;;;;
4575;Honduras;Trujillo;;;;;;;;;
4576;Romania;Giurgeni;;;;;;;;;
4579;Cameroon;Bertoua;;;;;;;;;
4582;Ghana;Abenase;;;;;;;;;
4583;Ghana;Adeiso;;;;;;;;;
4587;Paraguay;Fuerte Olimpo;;;;;;;;;
4588;Kenya;Masinga;;;;;;;;;
4589;Kenya;Kiambere;;;;;;;;;
4590;Kenya;Emali;;;;;;;;;
4591;Ukraine;Volodars'k;;;;;;;;;
4592;Ukraine;Rivne;;;;;;;;;
4593;Ukraine;Kherson;;;;;;;;;
4594;Ukraine;Makedony;;;;;;;;;
4596;Ukraine;Volyns'ka oblast;;;;;;;;;
4597;South Africa;Porterville;;;;;;;;;
4598;Tunisia;Tunisia;;;;;;;;;
4599;Uganda;Apaa;;;;;;;;;
4600;Ukraine;Demky;;;;;;;;;
4605;Ukraine;Lutsk;;;;;;;;;
4607;Russian Federation;Voronezh Oblast;;;;;;;;;
4608;Romania;Banat;;;;;;;;;
4609;Ukraine;Novoazovs'k;;;;;;;;;
4611;Peru;Piura;;;;;;;;;
4612;Guyana;Guyana;;;;;;;;;
4614;Guyana;Upper Takutu-Upper Essequibo;;;;;;;;;
4615;Guyana;East Berbice-Corentyne;;;;;;;;;
4616;Ukraine;Velyka Oleksandrivka;;;;;;;;;
4617;Namibia;Katima Mulilo Airport;;;;;;;;;
4618;Ukraine;Chernihiv;;;;;;;;;
4619;Mauritania;Brakna;;;;;;;;;
4623;Ethiopia;Omo;;;;;;;;;
4624;Sudan;Atbara;;;;;;;;;
4625;Sudan;Omdurman;;;;;;;;;
4629;Ethiopia;Amhara;;;;;;;;;
4630;Nicaragua;Apawás;;;;;;;;;
4632;Ethiopia;Gemadro;;;;;;;;;
4633;Ethiopia;Agew Awi;;;;;;;;;
4634;Ethiopia;Southern Nations;;;;;;;;;
4637;Sri Lanka;Wilpattu National Park;;;;;;;;;
4638;Sri Lanka;Kuchchaveli;;;;;;;;;
4697;Mongolia;Tushig;;;;;;;;;
4699;Nicaragua;Rivas;;;;;;;;;
4700;Romania;Argeș County;;;;;;;;;
4701;Malaysia;Sabah;;;;;;;;;
4702;Malaysia;Sabah;;;;;;;;;
4703;Malaysia;Pamol;;;;;;;;;
4704;Malaysia;Pamol;;;;;;;;;
4705;Malaysia;Sabah;;;;;;;;;
4707;Malaysia;Kota Kinabatangan;;;;;;;;;
4708;Malaysia;Sabah;;;;;;;;;
4709;Malaysia;Kota Kinabatangan;;;;;;;;;
4710;Malaysia;Kota Kinabatangan;;;;;;;;;
4711;Malaysia;Kota Kinabatangan;;;;;;;;;
4712;Malaysia;Lahad Datu;;;;;;;;;
4713;Zambia;Mumbwa;;;;;;;;;
4714;Zambia;Mpande;;;;;;;;;
4715;Chile;Chiloé Archipelago;;;;;;;;;
4716;Argentina;Campo Gallo;;;;;;;;;
4717;United Republic of Tanzania;Pangani;;;;;;;;;
4718;Nicaragua;Rama;;;;;;;;;
4719;Argentina;Chelforó;;;;;;;;;
4722;Mozambique;Lioma;;;;;;;;;
4725;Argentina;Misiones Province;;;;;;;;;
4727;Zambia;Mumbwa;;;;;;;;;
4730;Ghana;Volta;;;;;;;;;
4732;Bulgaria;3840 Boynitsa;;;;;;;;;
4734;Democratic Republic of the Congo;Katanga;;;;;;;;;
4735;Rwanda;Ngororero;;;;;;;;;
4736;Rwanda;Nyamagabe;;;;;;;;;
4737;Rwanda;Nyabihu;;;;;;;;;
4738;Rwanda;Rutsiro;;;;;;;;;
4740;Romania;Timișoara;;;;;;;;;
4741;Mozambique;Monapo;;;;;;;;;
4742;Mozambique;Cabo Delgado;;;;;;;;;
4743;Mozambique;Natuto;;;;;;;;;
4744;Mozambique;Mocuba;;;;;;;;;
4745;Uganda;Nwoya;;;;;;;;;
4746;Uganda;Gulu;;;;;;;;;
4747;Zimbabwe;Murehwa;;;;;;;;;
4749;Mozambique;Mozambique;;;;;;;;;
4750;Mozambique;Dombe;;;;;;;;;
4751;Mozambique;Nhamatanda;;;;;;;;;
4752;Mozambique;Marracuene District;;;;;;;;;
4754;Nigeria;Niger;;;;;;;;;
4756;Mozambique;Manica;;;;;;;;;
4757;United Republic of Tanzania;Ruvuma;;;;;;;;;
4758;Ethiopia;Oromia;;;;;;;;;
4759;Tunisia;Tunisia;;;;;;;;;
4772;Nigeria;Edo;;;;;;;;;
4773;Nigeria;Ehor;;;;;;;;;
4774;Nigeria;Edo;;;;;;;;;
4775;Nigeria;Edo;;;;;;;;;
4776;Nigeria;Benin City;;;;;;;;;
4777;Nigeria;Ogun State;;;;;;;;;
4778;Nigeria;Apata;;;;;;;;;
4779;Nigeria;Ekiti;;;;;;;;;
4780;Nigeria;Niger;;;;;;;;;
4781;Nigeria;Shao;;;;;;;;;
4783;Nigeria;Kontagora;;;;;;;;;
4784;Cameroon;Northwest;;;;;;;;;
4785;Nigeria;Mokwa;;;;;;;;;
4786;Nigeria;Mokwa;;;;;;;;;
4795;Ghana;Ampabame;;;;;;;;;
4796;United Republic of Tanzania;Mkulazi;;;;;;;;;
4801;Indonesia;Sandai;;;;;;;;;
4802;Indonesia;Pangkalan Telok;;;;;;;;;
4803;Indonesia;Kapuas Hulu;;;;;;;;;
4804;Indonesia;Central Kapuas;;;;;;;;;
4805;Indonesia;Mantangai;;;;;;;;;
4808;Indonesia;Kapuas Regency;;;;;;;;;
4809;Indonesia;Kapuas Regency;;;;;;;;;
4811;Nigeria;Numan;;;;;;;;;
4813;Romania;Timiș County;;;;;;;;;
4815;Romania;Călărași;;;;;;;;;
4816;Romania;Călărași;;;;;;;;;
4817;Romania;Călărași;;;;;;;;;
4818;Romania;Alba County;;;;;;;;;
4819;Romania;Balta Ialomitei;;;;;;;;;
4820;Romania;Caraș-Severin County;;;;;;;;;
4821;Romania;Constanța;;;;;;;;;
4822;Romania;Timiș County;;;;;;;;;
4824;Romania;Botoșani;;;;;;;;;
4826;Romania;Brașov;;;;;;;;;
4827;Romania;Buzău;;;;;;;;;
4828;Romania;Brăila;;;;;;;;;
4830;Romania;Iași;;;;;;;;;
4831;Romania;Teleorman County;;;;;;;;;
4833;Romania;Teleorman County;;;;;;;;;
4835;Romania;Vaslui;;;;;;;;;
4836;Romania;Călărași;;;;;;;;;
4837;Romania;Timiș County;;;;;;;;;
4839;Romania;Balanesti;;;;;;;;;
4840;Romania;Argeș County;;;;;;;;;
4841;Romania;Argeș County;;;;;;;;;
4842;Romania;Olt;;;;;;;;;
4843;Angola;Cuanza Sul;;;;;;;;;
4846;Romania;Iași;;;;;;;;;
4847;Romania;Ialomița County;;;;;;;;;
4848;Romania;Timiș County;;;;;;;;;
4849;Romania;Dolj County;;;;;;;;;
4850;Romania;Iași;;;;;;;;;
4851;Romania;Timiș County;;;;;;;;;
4852;Romania;Bihor County;;;;;;;;;
4853;Romania;Călărași;;;;;;;;;
4854;Romania;Călărași;;;;;;;;;
4855;Romania;Vaslui;;;;;;;;;
4856;Romania;Brașov;;;;;;;;;
4857;Romania;Timiș County;;;;;;;;;
4858;Romania;Teleorman County;;;;;;;;;
4859;Romania;Călărași;;;;;;;;;
4860;Romania;Argeș County;;;;;;;;;
4884;Romania;Călărași;;;;;;;;;
4886;Romania;Ilfov County;;;;;;;;;
4894;Romania;Călărași;;;;;;;;;
4895;Romania;Galați;;;;;;;;;
4896;Romania;Teleorman County;;;;;;;;;
4899;Romania;Gorj County;;;;;;;;;
4900;Romania;Călărași;;;;;;;;;
4901;Romania;Timiș County;;;;;;;;;
4902;Romania;Iași;;;;;;;;;
4904;Romania;Timiș County;;;;;;;;;
4905;Romania;Olt County;;;;;;;;;
4908;Romania;Călărași;;;;;;;;;
4911;Romania;Hunedoara;;;;;;;;;
4913;Romania;Galați;;;;;;;;;
4915;Romania;Călărași;;;;;;;;;
4916;Romania;Băcani 737045;;;;;;;;;
4918;Romania;Neamț County;;;;;;;;;
4922;Russian Federation;Zabaykalsky Krai;;;;;;;;;
4923;Morocco;El Hajeb;;;;;;;;;
4924;Zimbabwe;Chinhoyi;;;;;;;;;
4925;United Republic of Tanzania;Wami River;;;;;;;;;
4927;Côte d'Ivoire;Yamoussoukro;;;;;;;;;
4928;Ghana;Bibiani;;;;;;;;;
4929;Sierra Leone;Imperi;;;;;;;;;
4930;Senegal;Yamane;;;;;;;;;
4931;Senegal;Mbane;;;;;;;;;
4934;Sierra Leone;Zimmi;;;;;;;;;
4935;Cameroon;Belo;;;;;;;;;
4936;Malawi;Chikwawa;;;;;;;;;
4937;Malawi;Nkhata Bay;;;;;;;;;
4939;Malawi;Nsanje;;;;;;;;;
4940;Ghana;Kintampo;;;;;;;;;
4941;Ethiopia;Doba;;;;;;;;;
4946;Ukraine;Chornomorsk;;;;;;;;;
4947;Romania;Romania;;;;;;;;;
4948;Ukraine;Sumy;;;;;;;;;
4958;Ukraine;Kalanchak;;;;;;;;;
4959;Côte d'Ivoire;Guitri;;;;;;;;;
4960;Ukraine;Kaharlyk;;;;;;;;;
4961;Ukraine;Vil's'k;;;;;;;;;
4962;Ukraine;Makedony;;;;;;;;;
4963;Russian Federation;Lipetsk;;;;;;;;;
4964;Russian Federation;Rostov-on-Don;;;;;;;;;
4966;Mozambique;Nacala;;;;;;;;;
4967;Russian Federation;Kursk;;;;;;;;;
4969;Russian Federation;Tatarstan;;;;;;;;;
4971;Russian Federation;Oryol;;;;;;;;;
4973;Russian Federation;Primorsky Krai;;;;;;;;;
4974;Argentina;González;;;;;;;;;
4975;Argentina;González;;;;;;;;;
4976;Russian Federation;Michurinsky District;;;;;;;;;
4978;Democratic Republic of the Congo;Inongo;;;;;;;;;
4979;Democratic Republic of the Congo;Mombongo;;;;;;;;;
4980;Nicaragua;El Sauce;;;;;;;;;
4981;Argentina;Chimpay;;;;;;;;;
4982;Brazil;Ribeiro Gonçalves;;;;;;;;;
4983;Brazil;Porto dos Gaúchos;;;;;;;;;
4985;Argentina;Apolinario Saravia;;;;;;;;;
4986;Argentina;Col. Tata Cua;;;;;;;;;
4987;Paraguay;Itapua;;;;;;;;;
4988;Argentina;Laguna Blanca;;;;;;;;;
4989;Democratic Republic of the Congo;Mushie;;;;;;;;;
4990;Democratic Republic of the Congo;Demba;;;;;;;;;
4993;Democratic Republic of the Congo;Bakumu;;;;;;;;;
4994;Democratic Republic of the Congo;Bikoro;;;;;;;;;
4995;Democratic Republic of the Congo;Ingende;;;;;;;;;
4996;Ghana;Sene;;;;;;;;;
4997;Russian Federation;Lipetsk;;;;;;;;;
4999;Russian Federation;Krasnodar;;;;;;;;;
5001;Russian Federation;Rostov-on-Don;;;;;;;;;
5002;Russian Federation;Zavolzhsk;;;;;;;;;
5003;Russian Federation;Rostov Oblast;;;;;;;;;
5004;Russian Federation;Tatarstan;;;;;;;;;
5007;Brazil;Chapada dos Guimarães;;;;;;;;;
5008;Brazil;Santa Isabel do Pará;;;;;;;;;
5009;United Republic of Tanzania;Tanzania;;;;;;;;;
5010;Cameroon;Littoral;;;;;;;;;
5012;Democratic Republic of the Congo;Bikoro;;;;;;;;;
5013;Democratic Republic of the Congo;Basoko;;;;;;;;;
5014;Democratic Republic of the Congo;Oshwe;;;;;;;;;
5015;Liberia;Bong;;;;;;;;;
5016;Angola;Uige;;;;;;;;;
5017;Angola;Malanje;;;;;;;;;
5018;Democratic Republic of the Congo;Basoko;;;;;;;;;
5019;Democratic Republic of the Congo;Bolomba;;;;;;;;;
5021;Democratic Republic of the Congo;Oshwe;;;;;;;;;
5024;Uganda;Kikonda;;;;;;;;;
5026;South Africa;Sabie;;;;;;;;;
5027;South Africa;Sabie;;;;;;;;;
5028;South Africa;Mpumalanga;;;;;;;;;
5029;Democratic Republic of the Congo;Lukolela;;;;;;;;;
5030;Democratic Republic of the Congo;Lukolela;;;;;;;;;
5032;Gabon;Lastoursville;;;;;;;;;
5036;China;Sichuan;;;;;;;;;
5037;China;Yunnan;;;;;;;;;
5038;China;Guizhou;;;;;;;;;
5043;Namibia;Ndiyona;;;;;;;;;
5044;Namibia;Bagani;;;;;;;;;
5046;Malawi;Chikwawa;;;;;;;;;
5054;Namibia;Dordabis;;;;;;;;;
5055;Ghana;Daboase;;;;;;;;;
5057;Brazil;São Paulo;;;;;;;;;
5058;Brazil;State of Tocantins;;;;;;;;;
5060;Mozambique;Chokwe;;;;;;;;;
5061;Mozambique;Massinga;;;;;;;;;
5062;Mozambique;Sofala;;;;;;;;;
5066;Brazil;State of Rio Grande do Sul;;;;;;;;;
5067;Argentina;San Francisco de Laishi;;;;;;;;;
5068;Argentina;General Villegas;;;;;;;;;
5069;Argentina;Guaminí;;;;;;;;;
5070;Argentina;Villa Sauce;;;;;;;;;
5071;Argentina;Venado Tuerto;;;;;;;;;
5072;Argentina;Ramayón;;;;;;;;;
5073;Argentina;Tostado;;;;;;;;;
5074;Argentina;Luján;;;;;;;;;
5075;Argentina;Santiago del Estero;;;;;;;;;
5076;Nicaragua;Chontales;;;;;;;;;
5077;Paraguay;Mayor Pablo Lagerenza;;;;;;;;;
5078;Argentina;Entre Rios;;;;;;;;;
5079;Argentina;Corrientes;;;;;;;;;
5080;Argentina;Río Negro;;;;;;;;;
5081;Chile;Hornopirén;;;;;;;;;
5082;Chile;Chaitén;;;;;;;;;
5083;Chile;Chaitén;;;;;;;;;
5084;Uruguay;Durazno;;;;;;;;;
5087;Zambia;Kitwe;;;;;;;;;
5088;Zimbabwe;Mashonaland East;;;;;;;;;
5089;Zimbabwe;Chegutu;;;;;;;;;
5090;Sudan;North Kurdufan;;;;;;;;;
5095;Tajikistan;Jomi;;;;;;;;;
5096;Tajikistan;Tajikistan;;;;;;;;;
5097;Tajikistan;Khatlon;;;;;;;;;
5100;Namibia;Ndiyona;;;;;;;;;
5101;Namibia;Kapako;;;;;;;;;
5102;Namibia;Noordoewer;;;;;;;;;
5103;Namibia;Aussenkehr;;;;;;;;;
5104;Namibia;Katima Mulilo;;;;;;;;;
5107;Namibia;Tsumeb;;;;;;;;;
5113;Namibia;Mariental;;;;;;;;;
5115;Colombia;El Carmen de Bolívar;;;;;;;;;
5116;Nicaragua;Bonanza;;;;;;;;;
5117;Uruguay;Paysandú;;;;;;;;;
5118;Uruguay;Paysandú;;;;;;;;;
5119;Nicaragua;Rama;;;;;;;;;
5120;Nicaragua;Rama;;;;;;;;;
5121;Colombia;Bolivar;;;;;;;;;
5122;Kenya;Narok;;;;;;;;;
5129;Benin;Benin;;;;;;;;;
5130;Democratic Republic of the Congo;Nsele;;;;;;;;;
5131;Ghana;Ghana;;;;;;;;;
5133;Nigeria;Kebbi;;;;;;;;;
5135;Sudan;Al Qadarif;;;;;;;;;
5136;Madagascar;Namakia;;;;;;;;;
5137;Madagascar;Ambilobe;;;;;;;;;
5138;Madagascar;Madagascar;;;;;;;;;
5139;Vietnam;Vinh Hoi hamlet;;;;;;;;;
5140;Nicaragua;Kukrahill;;;;;;;;;
5141;Colombia;María La Baja;;;;;;;;;
5142;Colombia;El Carmen de Bolivar;;;;;;;;;
5143;Nicaragua;Nagarote;;;;;;;;;
5144;Brazil;Quixeré - State of Ceará;;;;;;;;;
5145;Argentina;González;;;;;;;;;
5146;Argentina;Joaquín V. González;;;;;;;;;
5147;Argentina;El Quebrachal;;;;;;;;;
5148;Argentina;Apolinario Saravia;;;;;;;;;
5149;Argentina;Coronel Mollinedo;;;;;;;;;
5150;Argentina;General Pizarro;;;;;;;;;
5151;Argentina;Joaquín V. González;;;;;;;;;
5152;Argentina;El Quebrachal;;;;;;;;;
5153;Argentina;Joaquín V. González;;;;;;;;;
5154;Argentina;General Pizarro;;;;;;;;;
5155;Argentina;Colonia Santa Rosa;;;;;;;;;
5156;Argentina;General Pizarro;;;;;;;;;
5157;Argentina;Urundel;;;;;;;;;
5158;Argentina;El Galpón;;;;;;;;;
5159;Argentina;Rivadavia;;;;;;;;;
5160;Argentina;El Quebrachal;;;;;;;;;
5161;Argentina;General Pizarro;;;;;;;;;
5162;Argentina;El Tala;;;;;;;;;
5163;Argentina;Pichanal;;;;;;;;;
5164;Argentina;Pichanal;;;;;;;;;
5167;Vietnam;Vung Ang Economic Zone;;;;;;;;;
5168;Colombia;Ovejas;;;;;;;;;
5169;Vietnam;Quang Nam Province;;;;;;;;;
5170;Vietnam;Phú Yên Province;;;;;;;;;
5171;Vietnam;Long Duc Ward;;;;;;;;;
5174;Senegal;Mbane;;;;;;;;;
5178;Ethiopia;Gera;;;;;;;;;
5179;Vietnam;Quang Ngai;;;;;;;;;
5189;Sierra Leone;Kambui Hills Forest Reserve;;;;;;;;;
5192;United Republic of Tanzania;Arusha;;;;;;;;;
5193;Sierra Leone;Golo Forests;;;;;;;;;
5194;Vietnam;Binh Duong;;;;;;;;;
5195;Vietnam;Bac Ninh;;;;;;;;;
5196;Vietnam;Hai Phong;;;;;;;;;
5197;Vietnam;Nghe An;;;;;;;;;
5198;Vietnam;Binh Duong;;;;;;;;;
5199;Vietnam;Hớn Quản District;;;;;;;;;
5200;Vietnam;Chơn Thành District;;;;;;;;;
5201;Vietnam;Phú Yên Province;;;;;;;;;
5202;Vietnam;Chơn Thành District;;;;;;;;;
5214;Democratic Republic of the Congo;Lomako;;;;;;;;;
5215;Democratic Republic of the Congo;Bafwasende;;;;;;;;;
5218;Democratic Republic of the Congo;Kwamouth;;;;;;;;;
5219;Democratic Republic of the Congo;Kwamouth;;;;;;;;;
5220;Democratic Republic of the Congo;Ingende;;;;;;;;;
5221;Democratic Republic of the Congo;Ingende;;;;;;;;;
5222;Democratic Republic of the Congo;Yakata;;;;;;;;;
5223;Democratic Republic of the Congo;Bongandanga;;;;;;;;;
5224;Democratic Republic of the Congo;Lisala;;;;;;;;;
5225;Democratic Republic of the Congo;Bolia;;;;;;;;;
5226;Democratic Republic of the Congo;Bongandanga;;;;;;;;;
5227;Democratic Republic of the Congo;Bolomba;;;;;;;;;
5228;Democratic Republic of the Congo;Bolomba;;;;;;;;;
5229;Democratic Republic of the Congo;Nkaw;;;;;;;;;
5230;Democratic Republic of the Congo;Yumbi;;;;;;;;;
5231;Democratic Republic of the Congo;Ndika;;;;;;;;;
5232;Democratic Republic of the Congo;Lukolela;;;;;;;;;
5233;Democratic Republic of the Congo;Mai-Ndombe;;;;;;;;;
5234;Democratic Republic of the Congo;Mampoko;;;;;;;;;
5235;Democratic Republic of the Congo;Yahuma;;;;;;;;;
5236;Democratic Republic of the Congo;Mayaya;;;;;;;;;
5237;Democratic Republic of the Congo;Lisala;;;;;;;;;
5238;Democratic Republic of the Congo;Lukenie;;;;;;;;;
5239;Democratic Republic of the Congo;Lisala;;;;;;;;;
5240;Democratic Republic of the Congo;Basoko;;;;;;;;;
5241;Democratic Republic of the Congo;Lisala;;;;;;;;;
5242;Democratic Republic of the Congo;Bongandanga;;;;;;;;;
5243;Democratic Republic of the Congo;Yahuma;;;;;;;;;
5244;Democratic Republic of the Congo;Botoma;;;;;;;;;
5245;Vietnam;tp. Hạ Long;;;;;;;;;
5246;Vietnam;tx. Quảng Yên;;;;;;;;;
5247;Democratic Republic of the Congo;Boyoka;;;;;;;;;
5248;Democratic Republic of the Congo;Ligasa;;;;;;;;;
5249;Vietnam; tp. Hạ Long;;;;;;;;;
5250;Vietnam;Quang Minh;;;;;;;;;
5251;Vietnam;Chương Mỹ;;;;;;;;;
5252;Vietnam;Bắc Từ Liêm;;;;;;;;;
5253;Vietnam;Bình Xuyên;;;;;;;;;
5254;Vietnam;tp. Vĩnh Yên;;;;;;;;;
5255;Vietnam;Bình Xuyên;;;;;;;;;
5256;Vietnam;Bình Xuyên;;;;;;;;;
5257;Vietnam;Bình Xuyên;;;;;;;;;
5258;Vietnam;Bình Xuyên;;;;;;;;;
5259;Vietnam;Yên Mỹ;;;;;;;;;
5260;Vietnam;Hung Yen Province;;;;;;;;;
5261;Vietnam;Kim Động;;;;;;;;;
5262;Vietnam;Việt Yên District;;;;;;;;;
5263;Vietnam;Bac Giang;;;;;;;;;
5264;Vietnam;Nam Định;;;;;;;;;
5265;Vietnam;Nghĩa Hưng District;;;;;;;;;
5267;Vietnam;Vân Đồn District;;;;;;;;;
5270;South Africa;Normandien;;;;;;;;;
5271;South Africa;Ga-Mashashane;;;;;;;;;
5272;South Africa;Hopetown;;;;;;;;;
5273;Vietnam;Đắk Lắk Province;;;;;;;;;
5274;Vietnam;Quỳ Châu District;;;;;;;;;
5275;Vietnam;M'Đrắk;;;;;;;;;
5276;Vietnam;Cẩm Xuyên;;;;;;;;;
5279;Vietnam;Đắk Lắk Province;;;;;;;;;
5280;Vietnam;Đắk Lắk Province;;;;;;;;;
5281;Vietnam;Ea Súp;;;;;;;;;
5283;Angola;Quibala;;;;;;;;;
5284;Angola;Luanda;;;;;;;;;
5285;Angola;Waku-Kungo Airport;;;;;;;;;
5286;Angola;Malanje;;;;;;;;;
5288;Angola;Pungo Andongo;;;;;;;;;
5290;United Republic of Tanzania;Njombe;;;;;;;;;
5293;United Republic of Tanzania;Makete;;;;;;;;;
5294;United Republic of Tanzania;Iringa;;;;;;;;;
5295;United Republic of Tanzania;Mafinga;;;;;;;;;
5296;Colombia;San Onofre;;;;;;;;;
5297;Uruguay;Colonia Department;;;;;;;;;
5298;Colombia;Cesar;;;;;;;;;
5299;Argentina;Ntra Sra de Talavera;;;;;;;;;
5301;Colombia;San Jacinto;;;;;;;;;
5302;Colombia;San Juan Nepomuceno;;;;;;;;;
5303;Vietnam;Quang Nam Province;;;;;;;;;
5304;Argentina;Arrecifes;;;;;;;;;
5305;Argentina;Rivadavia;;;;;;;;;
5306;Argentina;Balcarce;;;;;;;;;
5307;Argentina;Palma Sola;;;;;;;;;
5308;Argentina;Palma Sola;;;;;;;;;
5309;Argentina;General Pizarro;;;;;;;;;
5310;Argentina;General Pizarro;;;;;;;;;
5312;Argentina;General Ballivián;;;;;;;;;
5313;Argentina;Tartagal;;;;;;;;;
5314;Argentina;Tolloche;;;;;;;;;
5315;Argentina;Rivadavia;;;;;;;;;
5316;Ghana;Tamale;;;;;;;;;
5317;Argentina;San José de Metán;;;;;;;;;
5318;Argentina;Colonia Santa Rosa;;;;;;;;;
5319;Mozambique;Muite;;;;;;;;;
5320;Argentina;Hickmann;;;;;;;;;
5321;Argentina;Dragones;;;;;;;;;
5323;Brazil;Baixa Grande do Ribeiro;;;;;;;;;
5325;Brazil;Brasnorte;;;;;;;;;
5326;Brazil;Pedras de Maria da Cruz;;;;;;;;;
5327;Brazil;Acreúna;;;;;;;;;
5328;Argentina;General Pizarro;;;;;;;;;
5329;Peru;Loreto;;;;;;;;;
5330;Peru;Ucayali;;;;;;;;;
5331;Paraguay;Mariscal Lopez;;;;;;;;;
5332;Argentina;Rosario de la Frontera;;;;;;;;;
5333;Argentina;Tartagal;;;;;;;;;
5334;Argentina;Gaona;;;;;;;;;
5335;Argentina;Joaquín V. González;;;;;;;;;
5336;Argentina;Tolloche;;;;;;;;;
5337;Argentina;El Quebrachal;;;;;;;;;
5340;Nigeria;Mokwa;;;;;;;;;
5350;Nigeria;Kwara;;;;;;;;;
5351;Malawi;Lilongwe;;;;;;;;;
5352;Senegal;Podor;;;;;;;;;
5353;Senegal;Kaolack;;;;;;;;;
5360;Senegal;Senegal;;;;;;;;;
5366;Colombia;Puerto Gaitán;;;;;;;;;
5367;Colombia;Puerto Gaitán;;;;;;;;;
5368;Colombia;Puerto Gaitán;;;;;;;;;
5369;Nicaragua;Rama;;;;;;;;;
5370;Panama;Barro Blanco Dam;;;;;;;;;
5372;Panama;Bocas del Toro Province;;;;;;;;;
5373;Colombia;El Carmen de Bolívar;;;;;;;;;
5374;Colombia;San Jacinto;;;;;;;;;
5375;Colombia;Zambrano;;;;;;;;;
5376;Nicaragua;Camoapa;;;;;;;;;
5381;Morocco;Ouarzazate 45000;;;;;;;;;
